City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,pangkalanbuun,-2.6833,111.6167,82.53,84,100,3.56,ID,1667714259
84,grindavik,63.8424,-22.4338,41.47,70,0,9.22,IS,1667714260
85,makakilo city,21.3469,-158.0858,78.57,75,96,11.95,US,1667714260
86,hobart,-42.8794,147.3294,74.26,33,0,9.22,AU,1667714131
87,hilo,19.7297,-155.09,74.25,92,0,4.61,US,1667713964
88,kavaratti,10.5669,72.642,80.92,77,42,6.6,IN,1667714261
89,berlevag,70.8578,29.0864,41.0,81,100,14.97,NO,1667714261
90,dunedin,-45.8742,170.5036,53.8,76,64,3.0,NZ,1667714017
91,ambilobe,-13.2,49.05,90.07,35,3,6.15,MG,1667714262
92,kirakira,-10.4544,161.9205,82.63,78,40,1.9,SB,1667714262
93,georgetown,5.4112,100.3354,87.73,79,40,8.05,MY,1667714262
94,torbay,47.6666,-52.7314,53.28,92,75,13.8,CA,1667714266
95,kroya,-7.6331,109.2461,80.73,79,100,5.95,ID,1667714266
96,longyearbyen,78.2186,15.6401,31.84,74,40,6.91,SJ,1667714267
97,malindi,-3.2175,40.1191,80.76,83,40,0.0,KE,1667714267
98,ahipara,-35.1667,173.1667,60.67,79,94,3.44,NZ,1667714267
99,dingle,10.9995,122.6711,85.28,73,50,11.41,PH,1667714268
100,bathsheba,13.2167,-59.5167,79.41,89,75,17.27,BB,1667714268
101,hamilton,39.1834,-84.5333,66.83,79,91,4.0,US,1667714269
102,korla,41.7597,86.1469,56.7,25,85,3.29,CN,1667714269
103,butaritari,3.0707,172.7902,79.9,74,70,8.93,KI,1667714269
104,hartselle,34.4434,-86.9353,63.99,100,63,3.8,US,1667714270
105,bambous virieux,-20.3428,57.7575,80.22,69,40,11.5,MU,1667714270
106,kamaishi,39.2667,141.8833,55.49,52,23,6.06,JP,1667714270
107,bredasdorp,-34.5322,20.0403,67.78,71,7,12.44,ZA,1667714271
108,puerto escondido,15.85,-97.0667,81.43,65,40,0.0,MX,1667714271
109,samarai,-10.6167,150.6667,84.6,70,32,9.22,PG,1667714271
110,stroitel,50.7854,36.4831,33.62,80,75,4.47,RU,1667714272
111,guerrero negro,27.9769,-114.0611,64.2,71,0,10.0,MX,1667714272
112,ayorou,14.7308,0.9174,75.13,18,76,9.64,NE,1667714273
113,morro bay,35.3658,-120.8499,58.19,84,18,5.68,US,1667714273
114,wanlaweyn,2.6185,44.8938,82.44,63,10,8.28,SO,1667714273
115,marsa matruh,31.3525,27.2453,61.0,72,0,12.66,EG,1667714274
116,puerto ayora,-0.7393,-90.3518,65.46,78,50,8.66,EC,1667714274
117,riachao das neves,-11.7461,-44.91,67.32,95,99,3.67,BR,1667714275
118,scarborough,54.2797,-0.4044,44.17,92,79,10.0,GB,1667714033
119,chokurdakh,70.6333,147.9167,5.61,96,100,6.73,RU,1667714275
120,santa cruz,-17.8,-63.1667,65.66,68,0,3.44,BO,1667714276
121,kodiak,57.79,-152.4072,26.55,63,1,14.16,US,1667714276
122,turayf,31.6725,38.6637,59.25,58,75,13.8,SA,1667714276
123,ilulissat,69.2167,-51.1,9.91,89,97,6.13,GL,1667714277
124,provideniya,64.3833,-173.3,35.71,99,100,23.42,RU,1667714277
125,ust-maya,60.4167,134.5333,12.94,95,100,2.57,RU,1667714277
126,katsuura,35.1333,140.3,62.17,61,97,13.62,JP,1667714278
127,taytayan,7.7339,126.5019,83.64,74,90,7.92,PH,1667714278
128,upata,8.0086,-62.3989,69.69,85,82,1.01,VE,1667714279
129,maxixe,-23.8597,35.3472,82.22,78,40,7.0,MZ,1667714279
130,faanui,-16.4833,-151.75,79.03,81,100,24.05,PF,1667714279
131,vila franca do campo,37.7167,-25.4333,59.41,82,100,3.0,PT,1667714280
132,pevek,69.7008,170.3133,31.87,96,100,16.37,RU,1667714280
133,gubkinskiy,64.434,76.5026,25.84,96,99,1.32,RU,1667714280
134,camargo,27.6667,-105.1667,61.25,31,17,6.49,MX,1667714281
135,winfield,37.2398,-96.9956,50.5,72,4,1.99,US,1667714210
136,batabano,22.7164,-82.2881,68.72,83,3,9.01,CU,1667714281
137,ron phibun,8.1791,99.8542,82.09,91,100,3.09,TH,1667714282
138,caxito,-8.5785,13.6643,77.09,85,100,1.99,AO,1667714282
139,saint george,37.1041,-113.5841,52.39,46,75,4.61,US,1667714031
140,sao filipe,14.8961,-24.4956,78.51,67,81,5.64,CV,1667714283
141,new norfolk,-42.7826,147.0587,73.9,27,78,4.0,AU,1667714283
142,san jose,37.3394,-121.895,61.88,87,100,4.0,US,1667714061
143,bayburt,40.2589,40.2278,44.55,53,10,2.73,TR,1667714284
144,san quintin,30.4833,-115.95,61.34,70,5,7.43,MX,1667714284
145,salinas,36.6777,-121.6555,59.99,83,92,1.5,US,1667713886
146,avarua,-21.2078,-159.775,73.45,73,15,8.05,CK,1667714285
147,half moon bay,37.4636,-122.4286,61.92,91,100,0.0,US,1667714285
148,pisco,-13.7,-76.2167,59.05,88,0,4.61,PE,1667714286
149,sal rei,16.1833,-22.9167,77.56,73,98,13.33,CV,1667714286
150,lebu,-37.6167,-73.65,49.32,92,6,6.38,CL,1667714287
151,wigtown,54.8684,-4.4419,51.82,91,83,17.22,GB,1667714287
152,bozhou,33.8772,115.7703,70.12,31,76,9.53,CN,1667714288
153,airai,-8.9266,125.4092,75.04,56,99,3.29,TL,1667714288
154,lugovoy,42.9472,72.7644,52.9,71,100,5.48,KZ,1667714289
155,kysyl-syr,63.8986,122.7617,0.82,93,100,5.32,RU,1667714289
156,grand-santi,4.25,-54.3833,71.98,99,94,1.36,GF,1667714289
157,ust-nera,64.5667,143.2,-9.22,99,99,5.39,RU,1667714290
158,thompson,55.7435,-97.8558,26.76,100,100,11.5,CA,1667714290
159,hithadhoo,-0.6,73.0833,81.63,74,100,7.81,MV,1667714291
160,jinchang,38.4953,102.1739,51.28,20,15,5.26,CN,1667714291
161,blagoveshchenka,52.8333,79.8667,36.63,55,44,21.77,RU,1667714292
162,cherskiy,68.75,161.3,1.9,96,100,5.17,RU,1667714292
163,montauban,44.0833,1.5,43.83,66,100,5.21,FR,1667714292
164,kavieng,-2.5744,150.7967,84.45,70,85,6.96,PG,1667714293
165,margherita,27.2833,95.6833,81.1,49,0,3.47,IN,1667714293
166,hambantota,6.1241,81.1185,84.54,84,20,5.75,LK,1667714294
167,pangnirtung,66.1451,-65.7125,8.65,89,48,9.55,CA,1667714294
168,takoradi,4.8845,-1.7554,77.45,87,72,4.65,GH,1667714295
169,jelgava,56.65,23.7128,45.0,98,88,5.95,LV,1667714295
170,biak,-0.9131,122.8766,82.8,73,65,4.99,ID,1667714296
171,shaoxing,30.011,120.5715,66.15,52,95,5.08,CN,1667714296
172,quatre cocos,-20.2078,57.7625,80.1,69,20,11.25,MU,1667714296
173,oriximina,-1.7656,-55.8661,75.96,84,96,2.53,BR,1667714297
174,cururupu,-1.8283,-44.8683,73.33,96,87,1.5,BR,1667714297
175,kahului,20.8947,-156.47,79.84,81,80,18.99,US,1667714298
176,grootfontein,-19.5667,18.1167,71.69,23,85,17.11,NA,1667714298
177,iquique,-20.2208,-70.1431,60.84,76,14,4.16,CL,1667714298
178,saint-philippe,-21.3585,55.7679,80.19,75,57,6.6,RE,1667714299
179,zhangjiakou,40.81,114.8794,46.83,63,89,6.06,CN,1667714299
180,ugoofaaru,5.6667,73.0,80.98,72,40,5.82,MV,1667714300
181,labuhan,-6.8844,112.2051,84.18,71,100,3.6,ID,1667714300
182,diu,20.7141,70.9822,88.2,42,5,10.47,IN,1667714301
183,port blair,11.6667,92.75,86.04,66,40,10.36,IN,1667714301
184,inongo,-1.95,18.2667,71.08,94,100,4.45,CD,1667714301
185,broome,42.2506,-75.833,69.19,78,100,11.99,US,1667714302
186,inhambane,-23.865,35.3833,82.38,78,40,7.0,MZ,1667714302
187,panama city,8.9936,-79.5197,79.18,82,100,12.66,PA,1667714046
188,sitka,57.0531,-135.33,29.55,56,84,10.85,US,1667714303
189,olafsvik,64.8945,-23.7142,40.33,64,66,10.16,IS,1667714304
190,moctezuma,29.8,-109.6667,59.97,32,1,1.32,MX,1667714304
191,madaoua,14.073,5.96,70.61,21,20,8.79,NE,1667714304
192,muros,42.7762,-9.0603,61.09,92,100,9.66,ES,1667714305
193,worthington,40.0931,-83.018,67.59,76,100,3.0,US,1667714305
194,jefferson city,38.5767,-92.1735,49.86,65,3,10.0,US,1667714165
195,leningradskiy,69.3833,178.4167,15.28,88,100,16.64,RU,1667714306
196,sri aman,1.2376,111.4621,82.45,78,40,5.99,MY,1667714306
197,atambua,-9.1061,124.8925,86.9,54,92,1.5,ID,1667714307
198,srednekolymsk,67.45,153.6833,-0.63,93,100,14.9,RU,1667714307
199,petropavlovsk-kamchatskiy,53.0452,158.6483,35.78,80,75,2.24,RU,1667714121
200,chimbote,-9.0853,-78.5783,60.62,90,3,5.48,PE,1667714308
201,chicama,-7.8447,-79.1469,59.54,86,13,3.8,PE,1667714308
202,sinnamary,5.3833,-52.95,77.25,85,94,3.11,GF,1667714309
203,san cristobal,7.7669,-72.225,68.18,97,100,0.56,VE,1667714310
204,monywa,22.1167,95.1333,85.19,51,0,6.11,MM,1667714310
205,hwange,-18.3693,26.5019,77.61,63,93,5.61,ZW,1667714310
206,vao,-22.6667,167.4833,76.3,84,16,14.36,NC,1667714311
207,margate,51.3813,1.3862,57.9,94,100,8.01,GB,1667714311
208,baturaja,-4.1333,104.1667,84.67,74,100,3.83,ID,1667714312
209,okhotsk,59.3833,143.3,16.27,68,100,15.01,RU,1667714312
210,eganville,45.5334,-77.0994,63.18,92,100,11.88,CA,1667714313
211,songjianghe,42.1859,127.479,41.65,39,89,5.75,CN,1667714313
212,chuy,-33.6971,-53.4616,57.09,93,0,7.52,UY,1667714313
213,olinda,-8.0089,-34.8553,74.93,88,75,5.75,BR,1667714314
214,lagoa,39.05,-27.9833,63.28,74,58,10.94,PT,1667714314
215,san pedro,14.35,121.0167,86.36,71,40,6.91,PH,1667714314
216,sechura,-5.5569,-80.8222,60.96,89,1,8.59,PE,1667714315
217,shingu,33.7333,135.9833,63.79,52,95,3.53,JP,1667714315
218,stephenville,32.2207,-98.2023,57.24,70,40,5.75,US,1667714316
219,reserva,-24.6503,-50.8506,46.22,99,6,3.44,BR,1667714316
220,dudinka,69.4058,86.1778,24.62,95,100,13.87,RU,1667714316
221,apodi,-5.6642,-37.7989,77.49,74,81,5.77,BR,1667714317
222,nishihara,26.1842,127.7558,74.68,60,75,8.05,JP,1667714317
223,klaksvik,62.2266,-6.589,41.92,81,100,12.17,FO,1667714317
224,luderitz,-26.6481,15.1594,66.45,68,88,2.73,NA,1667714318
225,ushumun,52.7833,126.5333,29.43,61,41,6.08,RU,1667714318
226,tiznit,29.5833,-9.5,64.53,45,1,1.83,MA,1667714319
227,kamenka,51.3223,42.7678,34.92,82,98,4.5,RU,1667714319
228,saskylakh,71.9167,114.0833,-24.05,100,98,2.55,RU,1667714319
229,hofn,64.2539,-15.2082,41.56,79,98,15.21,IS,1667714320
230,hasaki,35.7333,140.8333,64.8,51,93,10.29,JP,1667714320
231,tuatapere,-46.1333,167.6833,54.97,65,47,7.99,NZ,1667714320
232,paamiut,61.994,-49.6678,31.1,80,100,25.81,GL,1667714321
233,padang,-0.9492,100.3543,87.85,72,97,5.5,ID,1667714321
234,itarema,-2.9248,-39.9167,78.21,84,99,9.84,BR,1667714119
235,farah,32.5,62.5,66.94,29,36,1.83,AF,1667714322
236,bonthe,7.5264,-12.505,76.15,86,27,2.37,SL,1667714322
237,burnie,-41.0667,145.9167,64.94,75,60,7.85,AU,1667714322
238,palasa,18.7667,84.4167,82.4,56,0,4.72,IN,1667714323
239,alice springs,-23.7,133.8833,90.95,9,1,6.91,AU,1667714323
240,fortuna,40.5982,-124.1573,48.65,93,100,2.55,US,1667714324
241,kihei,20.785,-156.4656,79.84,81,74,2.44,US,1667714101
242,juba,4.8517,31.5825,79.39,64,46,1.86,SS,1667714324
243,kruisfontein,-34.0033,24.7314,67.89,61,16,4.63,ZA,1667714324
244,rawson,-43.3002,-65.1023,69.85,42,99,21.07,AR,1667714325
245,calama,-22.4667,-68.9333,41.49,33,0,16.11,CL,1667714325
246,port alfred,-33.5906,26.891,71.19,82,21,8.77,ZA,1667714326
247,wazirganj,28.2167,79.05,80.35,47,60,4.99,IN,1667714326
248,murgab,37.4966,61.9714,57.07,82,40,0.0,TM,1667714326
249,sandwick,60.0,-1.25,39.02,100,20,1.14,GB,1667714327
250,cabo san lucas,22.8909,-109.9124,73.51,69,0,1.99,MX,1667714327
251,upernavik,72.7868,-56.1549,20.44,72,100,10.6,GL,1667714328
252,nantucket,41.2835,-70.0995,63.14,93,92,17.72,US,1667714328
253,chapais,49.7834,-74.8492,56.98,86,100,18.3,CA,1667714329
254,straumen,63.8709,11.2999,37.4,83,85,3.65,NO,1667714329
255,bata,1.8639,9.7658,75.06,100,40,0.0,GQ,1667714329
256,bilibino,68.0546,166.4372,17.98,96,100,8.12,RU,1667714330
257,tarare,45.8976,4.4327,37.42,86,97,3.11,FR,1667714330
258,aranos,-24.1333,19.1167,73.9,17,88,6.15,NA,1667714331
259,husavik,66.0449,-17.3389,35.89,90,87,7.36,IS,1667714331
260,kot khai,31.1167,77.5333,66.33,31,22,4.03,IN,1667714331
261,broken hill,-31.95,141.4333,79.45,20,78,3.6,AU,1667714332
262,oktyabrskoye,43.0645,44.7417,39.34,93,75,6.71,RU,1667714332
263,taoudenni,22.6783,-3.9836,71.2,16,0,10.07,ML,1667714333
264,krasnoselkup,65.7,82.4667,26.22,97,100,5.08,RU,1667714333
265,yerbogachen,61.2767,108.0108,20.41,85,99,10.49,RU,1667714333
266,abu dhabi,24.4667,54.3667,83.97,67,0,5.75,AE,1667714167
267,naze,28.3667,129.4833,68.92,63,15,10.4,JP,1667714334
268,great yarmouth,52.6083,1.7305,57.45,94,92,19.37,GB,1667714334
269,tabou,4.423,-7.3528,77.07,87,55,6.29,CI,1667714335
270,ihosy,-22.4,46.1167,75.79,66,96,3.47,MG,1667714335
271,sola,-13.8833,167.55,81.1,71,8,7.36,VU,1667714335
272,shymkent,42.3,69.6,57.79,67,100,2.24,KZ,1667714336
273,bitung,1.4451,125.1824,83.25,74,95,3.71,ID,1667714336
274,bilma,18.6853,12.9164,66.72,27,31,7.63,NE,1667714336
275,tortoli,39.9256,9.6572,56.53,64,3,7.94,IT,1667714337
276,avera,33.194,-82.5271,69.85,93,99,13.82,US,1667714337
277,sangmelima,2.9333,11.9833,68.0,97,98,0.67,CM,1667714338
278,zhigansk,66.7697,123.3711,-18.62,97,31,7.11,RU,1667714338
279,ponta do sol,32.6667,-17.1,69.71,86,22,3.27,PT,1667714338
280,comodoro rivadavia,-45.8667,-67.5,55.26,88,0,4.61,AR,1667714339
281,fukue,32.6881,128.8419,62.96,45,75,8.05,JP,1667714339
282,svetlogorsk,52.6333,29.7333,37.4,84,100,12.26,BY,1667714340
283,mattru,7.6244,-11.8332,72.64,96,10,1.57,SL,1667714340
284,illapel,-31.6308,-71.1653,57.78,76,78,2.68,CL,1667714340
285,tasquillo,20.55,-99.3,62.04,92,28,3.22,MX,1667714341
286,tucumcari,35.1717,-103.725,53.94,26,89,29.89,US,1667714341
287,calmar,53.2668,-113.8187,14.74,77,100,18.41,CA,1667714341
288,granadilla de abona,28.1188,-16.576,63.18,73,20,5.75,ES,1667714342
289,aswan,24.0934,32.907,61.9,44,0,4.61,EG,1667714342
290,shrewsbury,52.7101,-2.7521,47.98,97,100,1.14,GB,1667714226
291,viedma,-40.8135,-62.9967,68.54,33,99,16.87,AR,1667714343
292,tual,-5.6667,132.75,84.72,70,100,7.2,ID,1667714344
293,lazaro cardenas,17.9583,-102.2,75.78,89,2,3.06,MX,1667714074
294,carlisle,40.2015,-77.1889,70.2,73,96,14.36,US,1667714264
295,maridi,4.9158,29.4742,73.96,79,87,3.09,SS,1667714344
296,chancay,-11.5714,-77.2672,60.62,88,22,5.68,PE,1667714345
297,arraial do cabo,-22.9661,-42.0278,67.06,74,7,7.43,BR,1667714345
298,codrington,-38.2667,141.9667,63.01,75,35,7.96,AU,1667714346
299,katherine,-14.4667,132.2667,102.52,16,5,9.22,AU,1667714346
300,saldanha,-33.0117,17.9442,64.26,79,0,7.18,ZA,1667714347
301,manaure,11.7751,-72.4445,75.97,84,100,7.78,CO,1667714347
302,rovaniemi,66.5,25.7167,29.61,93,100,8.05,FI,1667714347
303,vila,42.0304,-8.1588,45.48,94,99,3.6,PT,1667714348
304,wroclaw,51.1,17.0333,40.98,75,69,2.3,PL,1667714338
305,egvekinot,66.3167,-179.1667,29.53,98,100,13.82,RU,1667714348
306,ishigaki,24.3448,124.1572,75.33,78,75,16.11,JP,1667714349
307,caraz,-9.0486,-77.81,61.14,61,54,2.26,PE,1667714349
308,kalmunai,7.4167,81.8167,83.34,71,94,7.65,LK,1667714349
309,ko samui,9.5357,99.9357,76.91,94,75,2.3,TH,1667714350
310,biryukove,47.9563,39.7384,37.22,68,24,9.95,UA,1667714350
311,zigong,29.3416,104.7769,70.47,60,84,3.62,CN,1667714351
312,tilichiki,60.4667,166.1,24.22,93,100,4.7,RU,1667714352
313,manzhouli,49.6,117.4333,33.3,63,40,14.05,CN,1667714352
314,dumas,35.8656,-101.9732,53.53,50,0,10.36,US,1667714352
315,katobu,-4.9408,122.5276,84.97,69,98,1.95,ID,1667714353
316,gubin,51.9496,14.7284,41.29,92,48,6.6,PL,1667714353
317,port pirie,-33.1833,138.0167,81.16,27,91,9.89,AU,1667714354
318,sayat,38.7839,63.8803,51.67,48,92,9.42,TM,1667714354
319,heinola,61.2056,26.0381,37.0,97,100,8.55,FI,1667714354
320,la ronge,55.1001,-105.2842,25.05,74,100,19.57,CA,1667714355
321,zhangye,38.9342,100.4517,55.29,16,15,7.09,CN,1667714355
322,tiksi,71.6872,128.8694,2.25,92,100,14.25,RU,1667714356
323,esmeralda,21.8525,-78.1169,72.57,84,1,5.1,CU,1667714356
324,yangambi,0.8102,24.4336,71.65,90,100,2.33,CD,1667714357
325,rio grande,-32.035,-52.0986,60.78,84,0,10.92,BR,1667714357
326,haines junction,60.7522,-137.5108,8.55,56,100,3.44,CA,1667714357
327,coquimbo,-29.9533,-71.3436,55.13,82,0,0.0,CL,1667714358
328,hanmer springs,-42.5167,172.8167,56.95,71,42,4.52,NZ,1667714358
329,gat,31.61,34.7642,70.39,100,1,1.66,IL,1667714359
330,cidreira,-30.1811,-50.2056,62.02,78,1,9.19,BR,1667714359
331,tarko-sale,64.9225,77.785,25.84,96,99,2.19,RU,1667714359
332,kalabo,-14.97,22.6814,72.0,70,96,4.79,ZM,1667714360
333,port hedland,-20.3167,118.5667,89.65,31,75,20.71,AU,1667714360
334,homer,59.6425,-151.5483,20.77,63,1,13.18,US,1667714361
335,waipawa,-41.4122,175.5153,53.71,67,75,8.66,NZ,1667714361
336,dire,12.2833,-10.9667,70.72,51,56,2.15,ML,1667714362
337,pec,42.6591,20.2883,52.16,88,100,5.37,XK,1667714362
338,abu kamal,34.4506,40.9171,68.81,30,0,1.88,SY,1667714362
339,aleksandrovsk-sakhalinskiy,50.8975,142.1561,27.99,64,90,13.76,RU,1667714363
340,chaozhou,23.6651,116.6379,75.06,51,32,1.36,CN,1667714363
341,honningsvag,70.9821,25.9704,40.75,87,100,5.75,NO,1667714364
342,shenkursk,62.1091,42.896,24.48,95,64,5.7,RU,1667714364
343,innisfail,-17.5333,146.0333,79.95,61,56,11.36,AU,1667714365
344,yagodnoye,62.55,149.6667,-0.9,99,100,1.68,RU,1667714365
345,astoria,46.1879,-123.8313,44.92,92,98,5.01,US,1667714365
346,mount isa,-20.7333,139.5,94.77,20,70,6.91,AU,1667714366
347,blagoyevo,63.3667,47.9167,31.08,91,100,7.02,RU,1667714366
348,pinheiro machado,-31.5783,-53.3811,52.05,97,11,6.62,BR,1667714367
349,santarem,-2.4431,-54.7083,77.13,100,75,3.44,BR,1667714113
350,harbour breton,47.4833,-55.7983,51.13,94,86,8.05,CA,1667714367
351,tokur,53.1333,132.9,14.18,83,99,9.01,RU,1667714368
352,henties bay,-22.116,14.2845,62.67,82,85,3.42,NA,1667714368
353,araouane,18.9048,-3.5265,72.21,20,0,10.96,ML,1667714369
354,beloha,-25.1667,45.05,86.4,42,89,6.93,MG,1667714369
355,ulladulla,-35.35,150.4667,65.43,72,60,11.32,AU,1667714369
356,marzuq,14.4,46.4667,75.33,42,0,4.52,YE,1667714370
357,carnarvon,-24.8667,113.6333,71.04,65,46,19.57,AU,1667714370
358,vostok,46.4856,135.8833,29.3,43,1,10.54,RU,1667714371
359,portland,45.5234,-122.6762,46.62,93,92,5.01,US,1667714108
360,te anau,-45.4167,167.7167,59.9,57,7,4.7,NZ,1667714371
361,elizabeth city,36.2946,-76.2511,69.82,89,40,6.91,US,1667713987
362,camacupa,-12.0167,17.4833,62.65,89,100,4.03,AO,1667714372
363,mastung,29.7994,66.845,66.24,24,100,5.68,PK,1667714372
364,kijang,35.2442,129.2139,64.13,31,0,5.55,KR,1667714373
365,kstovo,56.1473,44.1979,29.59,82,72,5.35,RU,1667714373
366,potsdam,52.3989,13.0657,44.1,97,24,8.84,DE,1667714373
367,whitianga,-36.8333,175.7,60.55,69,100,11.05,NZ,1667714374
368,bara,10.3744,10.7288,70.07,31,100,5.21,NG,1667714374
